du_an,price_VND,location,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing
,10.5,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",,55.0,190.91,6.0,9.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,
,4.2,"Huỳnh Cung, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",,36.0,116.67,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản
,6.8,"Cầu vượt Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,36.0,188.89,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp
,2.05,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,25.0,82.0,1.0,1.0,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",2.0,
,7.5,"Phố Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",,56.0,133.93,,6.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp
,15.5,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",,55.0,281.82,,5.0,Đã có sổ,"Nhà mặt phố, mặt tiền",7.0,Nội thất cao cấp
,2.05,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,21.0,97.62,2.0,2.0,Giấy tờ viết tay,"Nhà ngõ, hẻm",2.0,Hoàn thiện cơ bản
,11.5,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",,45.0,255.56,,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Nội thất đầy đủ
,10.3,"Đường Nguyễn Viết Thứ, Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",,85.0,121.18,4.0,6.0,Đã có sổ,Nhà phố liền kề,5.0,Bàn giao thô
,7.69,"Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",,38.0,202.37,4.0,6.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp
,17.5,"Phố Thạch Cầu, Phường Long Biên, Quận Long Biên, Hà Nội",,90.0,194.44,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất đầy đủ
,7.45,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",,60.0,124.17,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất đầy đủ
,15.5,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",,55.0,281.82,,5.0,Đã có sổ,"Nhà mặt phố, mặt tiền",7.0,Nội thất cao cấp
,2.05,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,21.0,97.62,2.0,2.0,Giấy tờ viết tay,"Nhà ngõ, hẻm",2.0,Hoàn thiện cơ bản
,11.5,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",,45.0,255.56,,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Nội thất đầy đủ
,10.3,"Đường Nguyễn Viết Thứ, Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",,85.0,121.18,4.0,6.0,Đã có sổ,Nhà phố liền kề,5.0,Bàn giao thô
,7.69,"Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",,38.0,202.37,4.0,6.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp
,17.5,"Phố Thạch Cầu, Phường Long Biên, Quận Long Biên, Hà Nội",,90.0,194.44,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất đầy đủ
,7.45,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",,60.0,124.17,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất đầy đủ
,8.5,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",,45.0,188.89,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp
,4.0,"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",,36.0,111.11,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp
,12.2,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",,45.0,271.11,,6.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất đầy đủ
,6.7,"Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",,44.0,152.27,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ
