du_an,price_VND,location,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing
,4.08,"Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Đã bàn giao,62.0,65.81,,2,Sổ hồng riêng,Chung cư,,
,2.15,"Phố Lương Định Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",Đã bàn giao,35.0,61.43,1.0,1,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
,1.26,"Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",Đã bàn giao,42.0,30.0,,1,Hợp đồng mua bán,Chung cư,,
HH2 Linh Đàm,2.26,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,56.0,40.36,2.0,2,Hợp đồng mua bán,Chung cư,,Nội thất đầy đủ
,1.6,"726, Đường Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Đã bàn giao,42.15,37.96,1.0,1,Hợp đồng mua bán,Chung cư,,Hoàn thiện cơ bản
,1.45,"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Đã bàn giao,36.0,40.28,,1,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,
,2.99,"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Đã bàn giao,60.0,49.83,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.35,"Ngõ 91 Lương Định Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",Đã bàn giao,55.0,60.91,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
,3.55,"Phố Đội Nhân, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Đã bàn giao,65.0,54.62,,2,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,3.98,"397, Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,86.0,46.28,2.0,2,Hợp đồng mua bán,Chung cư,,
,5.8,"Chung cư ct8a, kđt dương nội, yên nghĩa, Phố Nguyễn Văn Trác, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Chưa bàn giao,117.5,49.36,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,4.0,"Phố Thượng Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,100.0,40.0,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
,1.82,"Phố An Trạch, Phường Cát Linh, Quận Đống Đa, Hà Nội",Chưa bàn giao,50.0,36.4,2.0,2,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,1.75,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Chưa bàn giao,52.0,33.65,1.0,2,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
King Palace 108 Nguyễn Trãi,1.92,"Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,55.0,34.91,2.0,2,Hợp đồng mua bán,Chung cư,,Nội thất đầy đủ
,2.35,"Phố Tây Kết, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,93.0,25.27,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,6.0,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Đã bàn giao,100.0,60.0,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.5,"Phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Đã bàn giao,88.0,39.77,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,
,6.0,"Phố Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đã bàn giao,110.0,54.55,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Chung cư M5 Nguyễn Chí Thanh,10.5,"91, Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Đã bàn giao,150.0,70.0,2.0,4,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,7.55,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,88.0,85.8,2.0,3,Sổ hồng riêng,Chung cư,,
,2.5,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,55.0,45.45,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,2.25,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,29.0,77.59,,1,Sổ hồng riêng,Chung cư,,
Vinhomes Smart City,2.9,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,46.0,63.04,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Smart City,3.499,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,59.0,59.31,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Smart City,2.03,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,26.0,78.08,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Smart City,2.85,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,43.0,66.28,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Smart City,3.36,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,55.0,61.09,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Smart City,3.85,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,62.0,62.1,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,4.5,"i4, Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,64.0,70.31,2.0,2,1,Chung cư,,Nội thất cao cấp
,4.7,"i3-2111, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,64.0,73.44,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,4.1,"Phố Trịnh Văn Bô, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,69.0,59.42,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,4.35,"Ngõ 332 Đường Hoàng Công Chất, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,77.0,56.49,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.1,"Phố Hoàng Công, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đã bàn giao,70.0,44.29,1.0,2,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
,1.15,"Phố Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Đã bàn giao,30.0,38.33,,2,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
Tổ hợp 310 Minh Khai,4.7,"Đường Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,73.0,64.38,,2,Sổ hồng riêng,Chung cư,,
,4.3,"Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,90.0,47.78,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
,2.95,"17, Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Đã bàn giao,80.0,36.88,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,2.95,"17, Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Đã bàn giao,80.0,36.88,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,7.55,"Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,52.0,145.19,6.0,9,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
Khu đô thị mới Xa La,2.75,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,73.0,37.67,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Smart City,6.66,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,94.0,70.85,2.0,3,Sổ hồng riêng,Chung cư,,
Vinhomes Smart City,3.25,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,43.0,75.58,,1,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,6.75,"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,82.0,82.32,2.0,3,Sổ hồng riêng,Chung cư,,
,4.3,"Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,90.0,47.78,,3,Sổ hồng riêng,"Tập thể, cư xá",,Hoàn thiện cơ bản
,5.75,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Đã bàn giao,65.0,88.46,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,4.9,"Phố Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,82.0,59.76,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,4.0,"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Đã bàn giao,48.0,83.33,,10,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
Khu đô thị Sài Đồng,2.9,"Xã Việt Hưng, Xã Gia Thụy và Thị trấn Sài Đồng, Quận Long Biên, Hà Nội., Phường Sài Đồng, Quận Long Biên, Hà Nội",Chưa bàn giao,70.0,41.43,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Khu đô thị mới Xa La,2.65,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,64.0,41.41,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Khu đô thị mới Cầu Bươu,3.55,"Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Đã bàn giao,86.0,41.28,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Chung cư Đại Thanh,2.49,"Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Đã bàn giao,59.0,42.2,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Khu đô thị mới Xa La,2.89,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,70.0,41.29,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Khu đô thị mới Xa La,2.78,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,64.0,43.44,2.0,2,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
Vinhomes Smart City,5.0,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,80.0,62.5,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,2.47,"Phố Núi Trúc, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Chưa bàn giao,50.0,49.4,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Hoàn thiện cơ bản
,3.8,"Phố Trịnh Đình Cửu, Phường Định Công, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,68.0,55.88,2.0,2,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
,3.2,"Chung cư Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,90.0,35.56,2.0,3,Sổ hồng riêng,Chung cư,,
,2.0,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Đã bàn giao,35.0,57.14,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,2.39,"Phố Lê Gia Đỉnh, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,55.0,43.45,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,3.25,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,54.0,60.19,1.0,2,Sổ hồng riêng,Chung cư,,
,2.75,"111, Phố Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,90.0,30.56,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,3.2,"Phố Thành Trung, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Chưa bàn giao,75.1,42.61,2.0,2,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
Vinhomes Ocean Park Gia Lâm,1.7,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,37.0,45.95,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,3.1,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,70.0,44.29,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Thành phố Giao Lưu,0.0046,"Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,90.0,0.051111,2.0,3,Đang chờ sổ,Chung cư,,Nội thất đầy đủ
,1.3,"Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,35.0,37.14,1.0,1,Hợp đồng mua bán,Chung cư,,Nội thất cao cấp
Vinhomes Ocean Park Gia Lâm,1.67,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,30.0,55.67,1.0,1,Sổ hồng riêng,Chung cư,,
,1.5,"236, Đường Đại từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Đã bàn giao,50.0,30.0,1.0,2,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,10.0,"9, Phố Láng Hạ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Đã bàn giao,86.0,116.28,2.0,2,Đang chờ sổ,Chung cư,,
,3.79,"Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Đã bàn giao,86.0,44.07,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,
,4.3,"Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,90.0,47.78,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,
Chung cư CT12 Kim Văn - Kim Lũ (Tòa A),2.25,"Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Đã bàn giao,45.0,50.0,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,5.2,"Nguyễn Phan chánh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Đã bàn giao,100.0,52.0,2.0,3,Sổ hồng riêng,Chung cư,,
,2.22,"Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,45.0,49.33,,2,Sổ hồng riêng,"Tập thể, cư xá",,
,2.6,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Đã bàn giao,54.6,47.62,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,9.95,"Đường Đại lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,164.0,60.67,3.0,4,Sổ hồng riêng,Chung cư,,
,2.85,"Phố Hưng Thịnh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,52.0,54.81,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Nam Đô Complex 609 Trương Định,4.6,"Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,76.0,60.53,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.9,"Đường Lô 9 Đền Lừ 1, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,56.0,69.64,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,3.25,"Ngõ Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Đã bàn giao,65.0,50.0,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
Vinhomes Smart City,2.15,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,32.0,67.19,,1,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,1.8,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Đã bàn giao,21.1,85.31,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
Vinhomes Smart City,3.0,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,43.0,69.77,,1,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Dự án Học Viện Quốc Phòng,6.89,"Ngõ 20, Hoàng Quốc Việt, Phường Xuân La, Quận Tây Hồ, Hà Nội",Đã bàn giao,106.2,64.88,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Khu Đô Thị Đặng Xá,2.5,"Đặng Xá, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",Đã bàn giao,57.0,43.86,1.0,2,Sổ hồng riêng,Chung cư,,
,3.85,"Phố Yên Lãng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Đã bàn giao,38.0,101.32,,3,Sổ hồng riêng,Chung cư,,
,1.799,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Đã bàn giao,35.0,51.4,1.0,1,Sổ hồng riêng,Chung cư,,
,4.3,"Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,90.0,47.78,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
,19.2,"Phố Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Đã bàn giao,143.0,134.27,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất cao cấp
An Bình City,4.7,"234, Cổ Nhuế 1, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,70.0,67.14,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,2.7,"Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,50.0,54.0,,2,Sổ hồng riêng,"Tập thể, cư xá",,
,5.1,"Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,80.0,63.75,2.0,2,Hợp đồng mua bán,Chung cư,,Nội thất đầy đủ
,7.6,"Phố Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Đã bàn giao,52.0,146.15,6.0,7,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,
,1.5,"14, Ngõ 353 An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Đã bàn giao,50.0,30.0,1.0,2,Hợp đồng mua bán,Chung cư,,
Vinhomes Ocean Park Gia Lâm,3.22,"Xã Đa Tốn, Kiêu Kỵ, Dương Xá và một phần thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Đã bàn giao,70.0,46.0,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,9.0,"Phố Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Đã bàn giao,51.0,176.47,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,7.5,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Đã bàn giao,101.0,74.26,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,4.27,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,63.6,67.14,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,3.4,"Trường Sa, Xã Đông Hội, Huyện Đông Anh, Hà Nội",Chưa bàn giao,43.0,79.07,,1,Hợp đồng mua bán,Chung cư,,Nội thất cao cấp
Vinhomes Ocean Park Gia Lâm,1.8,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,28.0,64.29,1.0,1,Sổ hồng riêng,Chung cư,,
Vinhomes Ocean Park Gia Lâm,4.8,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,86.0,55.81,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,2.5,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,60.0,41.67,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
,1.395,"Đường An Dương Vương, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Đã bàn giao,35.0,39.86,1.0,1,Hợp đồng mua bán,Chung cư,,
,3.45,"Phố Trần Bình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,56.0,61.61,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,2.5,"Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,50.0,50.0,,2,Sổ hồng riêng,"Tập thể, cư xá",,
,4.3,"Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,90.0,47.78,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
Thành phố Giao Lưu,4.6,"Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,87.0,52.87,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.85,"Phố Trúc Khê, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Chưa bàn giao,68.0,56.62,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
,1.675,"Đường An Dương Vương, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Đã bàn giao,48.0,34.9,1.0,2,Hợp đồng mua bán,Chung cư,,
,0.65,"xã đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Đã bàn giao,50.0,13.0,1.0,2,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất cao cấp
,0.6,"đường láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Đã bàn giao,46.0,13.04,1.0,2,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất cao cấp
,0.65,"Đường Lê Duẩn, Phường Phương Liên, Quận Đống Đa, Hà Nội",Đã bàn giao,42.0,15.48,1.0,2,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,Nội thất cao cấp
,3.79,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,74.0,51.22,2.0,2,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
,8.1,"Phố Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,132.0,61.36,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Tân Việt Tower,3.7,"Đường Cựu , Xã Đức Thượng, Huyện Hoài Đức, Hà Nội",Đã bàn giao,116.0,31.9,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,3.0,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,68.0,44.12,2.0,2,Sổ hồng riêng,Chung cư,,
Khu đô thị Mễ Trì Hạ,4.59,"Đường Phạm Hùng, Xã Mễ Trì, Nam Từ Liêm, Hà Nội, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,74.0,62.03,1.0,2,Sổ hồng riêng,Chung cư,,
,15.0,"Phố Phùng Khoang, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,78.0,192.31,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,3.8,"Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Đã bàn giao,110.0,34.55,,5,Sổ hồng riêng,"Tập thể, cư xá",,
,4.65,"THÀNH PHỐ GIAO LƯU, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,87.0,53.45,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Ocean Park Gia Lâm,3.5,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,80.0,43.75,2.0,3,Sổ hồng riêng,Chung cư,,
Vinhomes Ocean Park Gia Lâm,3.59,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,80.0,44.88,2.0,3,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
Vinhomes Ocean Park Gia Lâm,3.5,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,80.0,43.75,,3,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
Indochina Plaza Hanoi,8.835,"239, Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Đã bàn giao,93.0,95.0,2.0,2,Sổ hồng riêng,Chung cư,,
Vinhomes Ocean Park Gia Lâm,2.6,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,60.0,43.33,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Chung cư Dolphin Plaza,8.4,"28, Trần Bình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,152.0,55.26,,3,Sổ hồng riêng,Chung cư,,
,4.25,"Tôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội",Đã bàn giao,56.0,75.89,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,2.6,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,60.0,43.33,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,2.2,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,47.0,46.81,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.3,"Phố Nguyễn Cảnh Dị, Phường Định Công, Quận Hoàng Mai, Hà Nội",Đã bàn giao,65.0,50.77,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
