du_an,price_VND,location,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing
,2.38,"Phố Thọ Lão, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,48.0,49.58,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
,8.3,"Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,114.0,72.81,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,8.3,"Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,114.0,72.81,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,3.68,"Nguyễn Công Trứ, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,120.0,30.67,,4,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,3.35,"Phố Nguyễn Công Trứ, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,80.0,41.88,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
Chung Cư The Sparks,0.355,"Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đã bàn giao,83.0,4.28,2.0,2,Sổ hồng riêng,Chung cư,,
,6.68,"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,89.0,75.06,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Khu đô thị mới Dương Nội,0.355,"Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",Đã bàn giao,84.0,4.23,2.0,2,Sổ hồng riêng,Chung cư,,
,2.78,"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,65.0,42.77,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,1.55,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,31.0,50.0,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,1.39,"an trach, Phường Văn Miếu, Quận Đống Đa, Hà Nội",Đã bàn giao,32.0,43.44,1.0,1,Hợp đồng mua bán,Chung cư,,
,5.68,"Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,95.0,59.79,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,6.6,"Bà Triệu , Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",Chưa bàn giao,38.0,173.68,1.0,1,Sổ hồng riêng,"Tập thể, cư xá",,
,29.0,"Phố Nam Dư, Phường Trần Phú, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,143.0,202.8,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,14.7,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,57.0,257.89,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,
,10.9,"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,50.0,218.0,6.0,8,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,3.35,Tây mỗ,Đã bàn giao,50.0,67.0,1.0,2,1,Chung cư,,
,3.35,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,50.0,67.0,,2,Sổ hồng riêng,Chung cư,,
Vinhomes Ocean Park Gia Lâm,3.1,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,70.0,44.29,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Chung cư Đại Thanh,2.53,"Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Đã bàn giao,60.0,42.17,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Ocean Park Gia Lâm,2.65,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,60.0,44.17,1.0,2,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
Khu đô thị mới Xa La,2.99,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,74.0,40.41,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,8.95,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,45.0,198.89,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
Khu đô thị mới Xa La,2.9,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,76.0,38.16,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Khu đô thị mới Xa La,3.0,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,68.0,44.12,2.0,2,Sổ hồng riêng,Chung cư,,
MIPEC Kiến Hưng (Mipec City View),0.003,"Kiến Hưng, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Đã bàn giao,57.0,0.052631,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,13.8,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,60.0,230.0,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,3.12,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,70.0,44.57,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,4.55,"EUROWINDOWS, Xã Đông Hội, Huyện Đông Anh, Hà Nội",Đã bàn giao,96.3,47.25,3.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Hateco Hoàng Mai,4.1,", Ngã 3 Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Đã bàn giao,79.0,51.9,2.0,3,Sổ hồng riêng,Chung cư,,
,2.85,"Đường Lĩnh Nam, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Đã bàn giao,55.0,51.82,1.0,2,Sổ hồng riêng,Chung cư,,
,4.85,"Phố Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,82.0,59.15,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,2.6,"Phố Cửa Bắc, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",Đã bàn giao,50.0,52.0,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
Vinhomes Ocean Park Gia Lâm,2.56,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,60.0,42.67,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Vinhomes Smart City,4.7,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,76.0,61.84,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
N04A Ngoại Giao Đoàn,0.0073,"Lô đất N04A, Lô đất N04A Khu Ngoại giao đoàn, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Chưa bàn giao,82.0,0.089024,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.68,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,76.0,48.42,,3,Sổ hồng riêng,"Tập thể, cư xá",,
Vinhomes Ocean Park Gia Lâm,2.21,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,47.0,47.02,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,4.4,"Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",Đã bàn giao,73.0,60.27,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,11.5,"Phố Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,60.0,191.67,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,2.85,"Thành Trung, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,60.0,47.5,,2,Sổ hồng riêng,Chung cư,,
,14.5,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,59.0,245.76,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
Vinhomes Smart City,3.2,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,45.0,71.11,1.0,1,Hợp đồng mua bán,Chung cư,,Nội thất đầy đủ
Vinhomes Smart City,4.5,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,62.0,72.58,2.0,2,Hợp đồng mua bán,Chung cư,,Nội thất cao cấp
Vinhomes Smart City,2.31,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,32.0,72.19,1.0,1,Hợp đồng mua bán,Chung cư,,Nội thất cao cấp
Vinhomes Ocean Park Gia Lâm,1.59,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,31.0,51.29,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Smart City,2.8,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,43.0,65.12,1.0,1,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
Tổ hợp chung cư Thủy Lợi Tower,5.0,"Lê Trọng Tấn, Phường Quang Trung, Quận Hà Đông, Hà Nội",Đã bàn giao,140.0,35.71,2.0,3,Sổ hồng riêng,Chung cư,,
Vinhomes Ocean Park Gia Lâm,2.6,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,60.0,43.33,1.0,2,Sổ hồng riêng,Chung cư,,
Vinhomes Ocean Park Gia Lâm,2.21,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,47.0,47.02,1.0,1,Sổ hồng riêng,Chung cư,,
,1.25,"Phố Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,50.0,25.0,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,1.82,"Thượng Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,65.0,28.0,2.0,2,Đang chờ sổ,Chung cư,,Nội thất đầy đủ
,3.3,"Phố Nguyễn Công Trứ, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,82.0,40.24,,3,Hợp đồng đặt cọc,"Tập thể, cư xá",,
,11.5,"Phố Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,50.0,230.0,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,2.35,"Phố Lê Gia Đỉnh, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,60.0,39.17,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
,1.75,"Phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Đã bàn giao,45.0,38.89,1.0,1,Sổ hồng riêng,"Tập thể, cư xá",,
,1.89,"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,52.0,36.35,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,2.6,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,60.0,43.33,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,3.6,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,80.0,45.0,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,1.53,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,50.0,30.6,1.0,2,Đang chờ sổ,Chung cư,,Nội thất đầy đủ
SDU - 143 Trần Phú,3.05,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Đã bàn giao,68.0,44.85,2.0,2,Sổ hồng riêng,Chung cư,,
,0.93,"Phố Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,40.0,23.25,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,0.93,"Phố Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,40.0,23.25,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Vinhomes Ocean Park Gia Lâm,2.21,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,47.0,47.02,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,1.89,"Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Đã bàn giao,52.0,36.35,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
HH1 Linh Đàm,2.3,"Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,56.0,41.07,,2,Hợp đồng mua bán,Chung cư,,
,3.05,"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Đã bàn giao,60.0,50.83,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
Rice City Sông Hồng,3.25,"Lô đất A1-05, Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Đã bàn giao,52.0,62.5,1.0,1,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,
,1.36,"Phố Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,42.0,32.38,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,2.99,"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,80.0,37.38,1.0,3,Sổ hồng riêng,"Tập thể, cư xá",,
,5.666,"Phố Nguyễn Thanh Bình, Phường La Khê, Quận Hà Đông, Hà Nội",Chưa bàn giao,136.0,41.67,2.0,3,Sổ hồng riêng,Chung cư,,
An Lạc - Nam La Khê,4.09,"368, Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Đã bàn giao,100.0,40.9,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
An Lạc - Phùng Khoang,4.15,"Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,89.0,46.63,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
MIPEC Kiến Hưng (Mipec City View),3.15,"Kiến Hưng, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Đã bàn giao,57.0,55.26,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
SDU - 143 Trần Phú,3.19,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Đã bàn giao,67.0,47.61,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
Tòa nhà Intracom1 - Trung Văn,5.35,"Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,110.0,48.64,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.95,"Phố Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,90.0,43.89,,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,2.8,"Kim Liên, Phường Kim Liên, Quận Đống Đa, Hà Nội",Chưa bàn giao,60.0,46.67,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Hoàn thiện cơ bản
Chung cư Nam Xa La,2.9,"Phúc La, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,70.0,41.43,,2,Hợp đồng mua bán,Chung cư,,Nội thất đầy đủ
,2.68,"Đường Hoàng Công Chất, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,52.0,51.54,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,15.8,"Phố Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,68.0,232.35,6.0,10,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,Nội thất cao cấp
,8.9,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,43.0,206.98,,9,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất cao cấp
,5.2,"Phố Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,80.0,65.0,,2,Sổ hồng riêng,Chung cư,,
Chung cư Fodacon,4.7,"Số 10, Nguyễn Trãi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Đã bàn giao,112.0,41.96,2.0,3,Sổ hồng riêng,Chung cư,,
,3.95,"Đường Văn Tân, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,63.0,62.7,2.0,2,Sổ hồng riêng,Chung cư,,Hoàn thiện cơ bản
,3.9,"Đền Lừ , Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,100.0,39.0,2.0,2,Sổ hồng riêng,Chung cư,,
,17.6,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,84.0,209.52,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,2.78,"Phố Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,65.0,42.77,,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,4.5,"Phố Yên Sở, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,72.0,62.5,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,4.3,"Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,90.0,47.78,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
,10.3,"99, Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,122.0,84.43,2.0,3,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,11.8,"Ngõ 254 Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,57.0,207.02,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,14.5,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,63.0,230.16,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,3.95,"Trần Đại Nghĩa , Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,85.0,46.47,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,15.0,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,65.0,230.77,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,2.38,"Lò Đúc , Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,50.0,47.6,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
,3.39,"9, Phố Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,65.0,52.15,1.0,2,Sổ hồng riêng,Chung cư,,
,2.45,"Xa La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đã bàn giao,55.0,44.55,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,5.5,"Phố Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,106.0,51.89,2.0,3,Sổ hồng riêng,Chung cư,,
Sun Square,5.0,"21, Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,100.0,50.0,2.0,3,Sổ hồng riêng,Penthouse,,Nội thất đầy đủ
,3.9,"Phố Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Đã bàn giao,60.0,65.0,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất cao cấp
,4.3,"Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,90.0,47.78,,3,Sổ hồng riêng,"Tập thể, cư xá",,Hoàn thiện cơ bản
Chung cư Đại Thanh,2.48,"Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Đã bàn giao,63.0,39.37,1.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,3.25,"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,70.0,46.43,,2,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
,3.9,"Phố Lương Khánh Thiện, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,74.0,52.7,2.0,2,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,3.05,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,96.0,31.77,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Nội thất đầy đủ
,2.55,"Phố Trần Thủ Độ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,70.0,36.43,2.0,3,Sổ hồng riêng,"Tập thể, cư xá",,Hoàn thiện cơ bản
,1.82,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Chưa bàn giao,52.0,35.0,1.0,2,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,
,1.89,"Phố Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,55.0,34.36,1.0,2,Hợp đồng mua bán,Chung cư,,
,5.0,"Phố Nguyễn Đức Cảnh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,91.0,54.95,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,6.35,"Phố Lưu Hữu Phước, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,100.0,63.5,,3,Sổ hồng riêng,Chung cư,,
HH3 Linh Đàm,2.8,"Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,63.0,44.44,2.0,2,Hợp đồng mua bán,Chung cư,,Nội thất cao cấp
HH2 Linh Đàm,2.2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,48.0,45.83,1.0,2,Hợp đồng mua bán,Chung cư,,Nội thất cao cấp
,1.88,"Cầu Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,55.0,34.18,1.0,2,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,Hoàn thiện cơ bản
,1.98,"Giải Phóng , Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,55.0,36.0,1.0,2,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,3.48,"Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",Đã bàn giao,75.0,46.4,,3,Sổ hồng riêng,"Tập thể, cư xá",,
,11.29,"Ngõ 155 Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đã bàn giao,50.0,225.8,,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất cao cấp
,8.9,"Phố Ngọa Long, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,48.0,185.42,,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,
,3.333,"Ngõ 11 Đường 800A, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Chưa bàn giao,65.0,51.28,1.0,2,Sổ hồng riêng,"Tập thể, cư xá",,
,2.38,"Phố Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,53.0,44.91,1.0,2,Hợp đồng mua bán,Chung cư,,Nội thất đầy đủ
,1.15,"Ngõ Chợ Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Chưa bàn giao,26.0,44.23,1.0,1,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",,
,6.4,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,98.2,65.17,2.0,3,Sổ hồng riêng,Chung cư,,
,0.63,"Phố Phúc Tân, Phường Phúc Tân, Quận Hoàn Kiếm, Hà Nội",Đã bàn giao,18.0,35.0,1.0,1,Sổ hồng riêng,Chung cư,,
,3.02,"Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Đã bàn giao,65.0,46.46,1.0,2,Sổ hồng riêng,Chung cư,,
,0.899,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Đã bàn giao,55.0,16.35,2.0,2,1,Chung cư,,Nội thất đầy đủ
,0.899,"Phố Nguyễn An Ninh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Đã bàn giao,56.0,16.05,2.0,2,1,Chung cư,,Nội thất đầy đủ
,1.83,"TÒA SAPPHIRE ( S), Vinhome ocean pack1, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,30.5,60.0,1.0,1,Sổ hồng riêng,Chung cư,,Nội thất cao cấp
Chung Cư Hope Residence (Nhà Ở Xã Hội Phúc Đồng),6.2,"B8.NXH Vinhomes Riverside 2, Phúc Đồng, Long Biên, Hà Nội, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Đã bàn giao,85.0,72.94,2.0,2,Sổ hồng riêng,Chung cư,,Nội thất đầy đủ
,17.5,"17, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Chưa bàn giao,60.0,291.67,6.0,10,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,Nội thất đầy đủ
,2.98,"475, Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Đã bàn giao,85.0,35.06,1.0,3,Sổ hồng riêng,"Tập thể, cư xá",,
,3.95,"Phố Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Đã bàn giao,52.0,75.96,,2,Sổ hồng riêng,"Tập thể, cư xá",,
