du_an,price_VND,location,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing
,6.68,"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",,48.0,139.17,4.0,5,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ
,5.5,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",,30.0,183.33,4.0,3,Đã có sổ,"Nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản
,7.8,"Phố Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội",,33.0,236.36,2.0,2,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp
,7.5,"Phố Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội",,41.0,182.93,,3,Đã có sổ,"Nhà ngõ, hẻm",,
,15.8,"Phố Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",,58.0,272.41,,6,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp
,3.5,"183, Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",,22.0,159.09,3.0,2,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ
,6.5,"Ngõ 40 Số nhà 10, Phố Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",,32.0,203.12,3.0,3,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp
,3.2,"0, Phố Giang Chính, Phường Biên Giang, Quận Hà Đông, Hà Nội",,31.0,103.23,4.0,3,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản
,7.7,"Phố Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",,52.0,148.08,4.0,6,Đã có sổ,"Nhà ngõ, hẻm",4.0,
,7.98,"Vương Thừa Vũ, Phường Phương Mai, Quận Đống Đa, Hà Nội",,40.0,199.5,3.0,4,Đã có sổ,"Nhà ngõ, hẻm",,
,6.6,"28/39/93, Ngõ Văn Hương, Phường Văn Chương, Quận Đống Đa, Hà Nội",,33.3,198.2,4.0,3,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ
,11.9,"Phố Tu Hoàng, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",,42.0,283.33,4.0,4,Đã có sổ,Nhà phố liền kề,5.0,Nội thất đầy đủ
,5.25,"phố Nam dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",,35.0,150.0,2.0,3,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ
