du_an,price_VND,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing,category,Đường,Phường,Quận
,6.5,,40.0,162.5,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Tây Mỗ,Phường Tây Mỗ,Quận Nam Từ Liêm
,6.8,,45.0,151.11,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm
,10.2,,46.0,221.74,0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm
,9.1,,40.0,227.5,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Phú Thượng,Quận Tây Hồ
,6.3,,50.0,126.0,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất đầy đủ,NhaDat,Đường Cổ Linh,Phường Long Biên,Quận Long Biên
,6.5,,45.0,144.44,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Thụy Khuê,Phường Bưởi,Quận Tây Hồ
,6.5,,40.0,162.5,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
,16.5,,70.0,235.71,5.0,4.0,Đã có sổ,nhà phố liền kề,4.0,Nội thất cao cấp,NhaDat,Đường Giải Phóng,Phường Thịnh Liệt,Quận Hoàng Mai
,4.0,,48.2,82.99,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất đầy đủ,NhaDat,,Phường Long Biên,Quận Long Biên
,11.0,,56.0,196.43,5.0,5.0,Đã có sổ,"nhà mặt phố, mặt tiền",6.0,Nội thất đầy đủ,NhaDat,,Phường Phúc Đồng,Quận Long Biên
,14.5,,53.0,273.58,0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",6.0,Không rõ,NhaDat,Đường Kim Giang,Phường Đại Kim,Quận Hoàng Mai
,16.9,,28.0,603.57,3.0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Không rõ,NhaDat,Đường Nguyễn Trãi,Phường Thanh Xuân Bắc,Quận Thanh Xuân
,11.0,,62.0,177.42,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,NhaDat,,Phường Nam Đồng,Quận Đống Đa
,7.9,,30.0,263.33,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Nội thất đầy đủ,NhaDat,,Phường Trương Định,Quận Hai Bà Trưng
,7.9,,25.0,316.0,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Nội thất đầy đủ,NhaDat,,Phường Trương Định,Quận Hai Bà Trưng
,10.0,,50.0,200.0,4.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Tân Mai,Quận Hoàng Mai
,8.0,,51.0,156.86,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,7.09,,58.0,122.24,0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,Đường Đê La Thành,Phường Thổ Quan,Quận Đống Đa
,5.6,,36.0,155.56,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,Đường Láng,Phường Thịnh Quang,Quận Đống Đa
,14.0,,60.0,233.33,3.0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Nội thất cao cấp,NhaDat,Đường Lĩnh Nam,Phường Lĩnh Nam,Quận Hoàng Mai
,13.0,,60.0,216.67,4.0,4.0,Đã có sổ,nhà phố liền kề,5.0,Bàn giao thô,NhaDat,Đường Yên Xá,,
,9.7,,55.0,176.36,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Hoàn thiện cơ bản,NhaDat,,Phường Sài Đồng,Quận Long Biên
,6.0,,38.0,157.89,4.0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",5.0,Nội thất cao cấp,NhaDat,Đường Cổ Linh,Phường Thạch Bàn,Quận Long Biên
,7.9,,46.0,171.74,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm
,10.0,,70.0,142.86,2.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Đội Cấn,Quận Ba Đình
,5.0,,33.0,151.52,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Hàng Bột,Quận Đống Đa
,4.8,,41.0,117.07,0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Không rõ,NhaDat,,Phường Kiến Hưng,Quận Hà Đông
,5.5,,40.0,137.5,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Khâm Thiên,Quận Đống Đa
,6.8,,37.0,183.78,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Văn Cao,Phường Liễu Giai,Quận Ba Đình
,7.2,,44.0,163.64,0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Ô Chợ Dừa,Quận Đống Đa
,8.2,,40.0,205.0,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Đội Cấn,Quận Ba Đình
,6.0,,40.0,150.0,0,2.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,Đường Hoàng Hoa Thám,Phường Liễu Giai,Quận Ba Đình
,15.5,,50.0,310.0,5.0,6.0,Đã có sổ,"nhà mặt phố, mặt tiền",6.0,Nội thất đầy đủ,NhaDat,Đường Trường Chinh,Phường Khương Thượng,Quận Đống Đa
,9.4,,52.0,180.77,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Láng Thượng,Quận Đống Đa
,6.8,,29.5,230.51,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Cát Linh,Quận Đống Đa
,8.95,,40.0,223.75,6.0,9.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất đầy đủ,NhaDat,Đường Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa
,10.5,,65.0,161.54,5.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,12.5,,45.0,277.78,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Ô Chợ Dừa,Quận Đống Đa
,6.6,,36.0,183.33,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Quốc Tử Giám,Quận Đống Đa
,4.19,,22.0,190.45,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,15.5,,50.0,310.0,5.0,6.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Hoàn thiện cơ bản,NhaDat,Đường Trường Chinh,Phường Ngã Tư Sở,Quận Đống Đa
,9.7,,50.0,194.0,6.0,10.0,Đã có sổ,"nhà ngõ, hẻm",0,Nội thất đầy đủ,NhaDat,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy
,7.5,,40.0,187.5,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Phương Liên,Quận Đống Đa
,8.3,,45.0,184.44,0,5.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
,7.0,,28.0,250.0,3.0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,,Phường Ngã Tư Sở,Quận Đống Đa
,4.2,,23.0,182.61,0,1.0,Đã có sổ,"nhà ngõ, hẻm",2.0,Không rõ,NhaDat,,Phường Bách Khoa,Quận Hai Bà Trưng
,7.95,,42.0,189.29,4.0,6.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Ngọc Lâm,Quận Long Biên
,7.9,,43.0,183.72,0,5.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Ô Chợ Dừa,Quận Đống Đa
,7.25,,39.5,183.54,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Đội Cấn,Quận Ba Đình
,6.7,,35.0,191.43,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Phú Thượng,Quận Tây Hồ
,8.68,,55.0,157.82,0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Thanh Nhàn,Quận Hai Bà Trưng
,5.0,,25.0,200.0,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
,11.5,,49.0,234.69,0,8.0,Đã có sổ,"nhà mặt phố, mặt tiền",5.0,Không rõ,NhaDat,,Phường Khương Đình,Quận Thanh Xuân
,10.0,,53.0,188.68,0,4.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất cao cấp,NhaDat,,Phường Mai Dịch,Quận Cầu Giấy
,10.7,,45.0,237.78,0,9.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,Đường Nguyễn Khánh Toàn,Phường Dịch Vọng,Quận Cầu Giấy
,6.0,,40.0,150.0,0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Ngọc Thụy,Quận Long Biên
,2.75,,36.0,76.39,0,3.0,Sổ chung / công chứng vi bằng,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Lĩnh Nam,Phường Lĩnh Nam,Quận Hoàng Mai
,1.999,,39.0,51.26,0,2.0,Sổ chung / công chứng vi bằng,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Nguyễn Khoái,Phường Lĩnh Nam,Quận Hoàng Mai
,3.23,,50.0,64.6,0,4.0,Sổ chung / công chứng vi bằng,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Thanh Trì,Quận Hoàng Mai
,6.9,,41.0,168.29,0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Vĩnh Tuy,Quận Hai Bà Trưng
,9.45,,46.0,205.43,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Mộ Lao,Quận Hà Đông
,9.0,,47.0,191.49,2.0,2.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất đầy đủ,NhaDat,,Phường Kim Mã,Quận Ba Đình
,10.28,,35.0,293.71,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Nội thất cao cấp,NhaDat,,Phường Mỹ Đình 2,Quận Nam Từ Liêm
,8.5,,40.0,212.5,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Tô Ngọc Vân,Phường Quảng An,Quận Tây Hồ
,7.0,,36.0,194.44,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Khương Đình,Quận Thanh Xuân
,8.3,,39.0,212.82,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy
,7.2,,36.0,200.0,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Khương Đình,Quận Thanh Xuân
,5.98,,50.0,119.6,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm
,4.69,,32.0,146.56,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Thanh Trì,Quận Hoàng Mai
,6.43,,35.0,183.71,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,Đường Ngọc Thụy,Phường Ngọc Thụy,Quận Long Biên
,7.0,,41.0,170.73,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Lê Trọng Tấn,Phường La Khê,Quận Hà Đông
,9.0,,51.0,176.47,2.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Kim Mã,Quận Ba Đình
,8.2,,43.0,190.7,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
,7.0,,45.0,155.56,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Lê Đức Thọ,Phường Mỹ Đình 1,Quận Nam Từ Liêm
,8.9,,40.0,222.5,0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,Đường Lĩnh Nam,Phường Lĩnh Nam,Quận Hoàng Mai
,6.95,,42.0,165.48,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Nội thất đầy đủ,NhaDat,,Phường Khương Mai,Quận Thanh Xuân
,5.3,,33.0,160.61,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Thanh Trì,Quận Hoàng Mai
,5.65,,33.0,171.21,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Lĩnh Nam,Phường Lĩnh Nam,Quận Hoàng Mai
,4.88,,30.0,162.67,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Lĩnh Nam,Phường Lĩnh Nam,Quận Hoàng Mai
,10.0,,50.0,200.0,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy
,16.6,,58.0,286.21,0,5.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,Đường Phạm Tu,,
,6.3,,40.0,157.5,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm
,6.8,,45.0,151.11,3.0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Nội thất cao cấp,NhaDat,,Phường Yên Hoà,Quận Cầu Giấy
,7.8,,41.0,190.24,0,4.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Không rõ,NhaDat,,Phường La Khê,Quận Hà Đông
,16.7,,60.0,278.33,0,7.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,Đường Thanh Liệt,,
,2.1,,22.0,95.45,0,2.0,Sổ chung / công chứng vi bằng,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Quỳnh Lôi,Quận Hai Bà Trưng
,2.98,,41.0,72.68,3.0,4.0,Đã có sổ,nhà phố liền kề,3.0,Hoàn thiện cơ bản,NhaDat,,,
,7.0,,60.0,116.67,0,2.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Không rõ,NhaDat,Đường Nguyễn Sơn,Phường Gia Thụy,Quận Long Biên
,2.08,,38.0,54.74,0,3.0,Đã có sổ,nhà phố liền kề,0,Không rõ,NhaDat,,,
,2.95,,48.0,61.46,0,3.0,Đã có sổ,nhà phố liền kề,5.0,Hoàn thiện cơ bản,NhaDat,,,
,6.7,,38.0,176.32,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Quang Trung,Quận Đống Đa
,7.25,,55.0,131.82,0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy
,6.5,,31.0,209.68,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,2.38,,40.0,59.5,1.0,2.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Đồng Nhân,Quận Hai Bà Trưng
,2.1,,30.0,70.0,0,3.0,Sổ chung / công chứng vi bằng,"nhà ngõ, hẻm",3.0,Không rõ,NhaDat,,Phường Thanh Trì,Quận Hoàng Mai
,4.98,,40.0,124.5,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Lĩnh Nam,Quận Hoàng Mai
,3.68,,45.0,81.78,0,3.0,Không có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Vĩnh Hưng,Quận Hoàng Mai
,5.3,,40.0,132.5,0,2.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Nội thất đầy đủ,NhaDat,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm
,6.0,,36.0,166.67,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",44.0,Nội thất cao cấp,NhaDat,,Phường Thịnh Quang,Quận Đống Đa
,5.3,,37.0,143.24,0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Bách Khoa,Quận Hai Bà Trưng
,6.0,,40.0,150.0,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,Đường Quang Trung,Phường Quang Trung,Quận Hà Đông
,4.0,,46.0,86.96,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Tân Mai,Quận Hoàng Mai
,6.86,,32.0,214.38,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Thịnh Liệt,Quận Hoàng Mai
,10.8,,41.0,263.41,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất cao cấp,NhaDat,Đường Trương Định,Phường Thịnh Liệt,Quận Hoàng Mai
,8.4,,42.0,200.0,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Trương Định,Phường Thịnh Liệt,Quận Hoàng Mai
,7.9,,45.0,175.56,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Phùng Hưng,Phường Phúc La,Quận Hà Đông
,7.25,,55.0,131.82,4.0,5.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Trần Cung,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm
,6.6,,45.0,146.67,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản,NhaDat,,Phường Phúc Lợi,Quận Long Biên
,8.25,,30.0,275.0,0,5.0,Đã có sổ,"nhà mặt phố, mặt tiền",7.0,Không rõ,NhaDat,,Phường Trương Định,Quận Hai Bà Trưng
,7.7,,40.0,192.5,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Nhân Chính,Quận Thanh Xuân
,7.35,,30.0,245.0,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Ô Chợ Dừa,Quận Đống Đa
,8.85,,40.0,221.25,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Khương Trung,Quận Thanh Xuân
,6.8,,45.0,151.11,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Láng Hạ,Quận Đống Đa
,2.599,,35.0,74.26,1.0,3.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Hoàn thiện cơ bản,NhaDat,,,
,6.8,,32.0,212.5,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản,NhaDat,,Phường Vạn Phúc,Quận Hà Đông
,3.0,,25.0,120.0,0,3.0,Đang chờ sổ,"nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,NhaDat,Đường Khương Đình,Phường Hạ Đình,Quận Thanh Xuân
,8.9,,60.0,148.33,1.0,2.0,Đã có sổ,"nhà mặt phố, mặt tiền",2.0,Không rõ,NhaDat,Đường Nguyễn Trực,Phường Phú Lãm,Quận Hà Đông
,6.2,,36.0,172.22,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Việt Hưng,Quận Long Biên
,8.55,,48.0,178.12,6.0,10.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,,Phường Minh Khai,Quận Bắc Từ Liêm
,9.45,,44.0,214.77,3.0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Hoàn thiện cơ bản,NhaDat,,Phường Mộ Lao,Quận Hà Đông
,0.205,,34.0,6.03,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Cao Viên,,
,6.4,,26.0,246.15,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Cát Linh,Quận Đống Đa
,12.9,,35.0,368.57,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,5.85,,42.0,139.29,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất đầy đủ,NhaDat,,Phường Trương Định,Quận Hai Bà Trưng
,8.6,,45.0,191.11,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,5.4,,26.0,207.69,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,,Phường Cống Vị,Quận Ba Đình
,7.6,,32.4,234.57,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất cao cấp,NhaDat,,Phường Bưởi,Quận Tây Hồ
,7.85,,36.0,218.06,4.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Dịch Vọng,Quận Cầu Giấy
,5.2,,30.0,173.33,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ
,3.45,,38.0,90.79,3.0,2.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Phú Lãm,Quận Hà Đông
,9.5,,52.0,182.69,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất cao cấp,NhaDat,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
,9.2,,30.0,306.67,6.0,6.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất đầy đủ,NhaDat,,Phường Bưởi,Quận Tây Hồ
,8.9,,50.0,178.0,4.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Thịnh Liệt,Quận Hoàng Mai
,5.95,,30.0,198.33,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Minh Khai,Quận Hai Bà Trưng
,6.3,,45.0,140.0,6.0,8.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm
,13.9,,38.0,365.79,6.0,7.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,Đường Hoàng Hoa Thám,Phường Thụy Khuê,Quận Tây Hồ
,15.8,,55.0,287.27,3.0,5.0,Đã có sổ,nhà phố liền kề,4.0,Không rõ,NhaDat,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
,8.0,,60.0,133.33,0,8.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Đê Trần Khát Chân,Phường Thanh Lương,Quận Hai Bà Trưng
,6.65,,30.0,221.67,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Nguyễn Xiển,,
,14.6,,50.0,292.0,5.0,8.0,Đã có sổ,nhà phố liền kề,7.0,Nội thất cao cấp,NhaDat,,Phường Phú Lãm,Quận Hà Đông
,6.35,,63.0,100.79,2.0,3.0,Đã có sổ,"nhà ngõ, hẻm",2.0,Nội thất cao cấp,NhaDat,Đường Phạm Văn Đồng,Phường Dịch Vọng Hậu,Quận Cầu Giấy
,6.9,,45.0,153.33,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất cao cấp,NhaDat,Đường Hoàng Hoa Thám,Phường Ngọc Hà,Quận Ba Đình
,6.45,,40.0,161.25,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Ngọc Hà,Quận Ba Đình
,5.65,,38.0,148.68,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Láng,Phường Láng Hạ,Quận Đống Đa
,5.5,,39.0,141.03,0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,,,
,8.0,,42.0,190.48,0,2.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Vĩnh Tuy,Quận Hai Bà Trưng
,7.8,,36.0,216.67,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Khương Trung,Quận Thanh Xuân
,16.5,,50.0,330.0,5.0,6.0,Đã có sổ,nhà phố liền kề,0,Nội thất cao cấp,NhaDat,,Phường Kiến Hưng,Quận Hà Đông
,11.5,,54.0,212.96,5.0,6.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Nội thất đầy đủ,NhaDat,,Phường Kiến Hưng,Quận Hà Đông
,6.6,,39.0,169.23,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Nội thất đầy đủ,NhaDat,,Phường Kiến Hưng,Quận Hà Đông
,7.9,,40.0,197.5,0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Định Công,Quận Hoàng Mai
,2.15,,50.0,43.0,1.0,2.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân
,10.0,,40.0,250.0,3.0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Nội thất đầy đủ,NhaDat,Đường Chiến Thắng,Phường Văn Quán,Quận Hà Đông
,12.6,,65.0,193.85,0,4.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Không rõ,NhaDat,,Phường Dịch Vọng,Quận Cầu Giấy
,7.0,,36.0,194.44,4.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường La Khê,Quận Hà Đông
