du_an,price_VND,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing,category,Đường,Phường,Quận
,4.3,,40.0,107.5,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,,
,14.85,,60.0,247.5,6.0,10.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Nội thất đầy đủ,NhaDat,,Phường Yên Hoà,Quận Cầu Giấy
,9.3,,45.0,206.67,6.0,10.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất đầy đủ,NhaDat,,Phường Minh Khai,Quận Hai Bà Trưng
,12.8,,62.0,206.45,6.0,10.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Nội thất cao cấp,NhaDat,,Phường Kim Mã,Quận Ba Đình
,5.4,,45.0,120.0,4.0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,,
,6.45,,40.0,161.25,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Trần Khát Chân,Phường Thanh Lương,Quận Hai Bà Trưng
,4.42,,38.0,116.32,3.0,3.0,Đang chờ sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Tứ Liên,Phường Tứ Liên,Quận Tây Hồ
,9.3,,62.0,150.0,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Bồ Đề,Quận Long Biên
,5.8,,34.0,170.59,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Định Công,Quận Hoàng Mai
,8.6,,37.0,232.43,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Định Công,Quận Hoàng Mai
,7.89,,34.0,232.06,3.0,2.0,Đã có sổ,"nhà ngõ, hẻm",0,Nội thất đầy đủ,NhaDat,Đường Xuân Đỉnh,Phường Xuân Tảo,Quận Bắc Từ Liêm
,2.55,,37.0,68.92,3.0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",3.0,Nội thất cao cấp,NhaDat,Đường Chính,,
,15.4,,60.0,256.67,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,Đường Ngọc Thụy,Phường Ngọc Thụy,Quận Long Biên
,5.35,,42.0,127.38,0,4.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất cao cấp,NhaDat,,Phường Thanh Lương,Quận Hai Bà Trưng
,3.2,,38.0,84.21,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Biên Giang,Quận Hà Đông
,5.2,,32.0,162.5,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Vĩnh Tuy,Quận Hai Bà Trưng
,2.5,,32.0,78.12,0,3.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Không rõ,NhaDat,Đường Phượng Bãi,Phường Biên Giang,Quận Hà Đông
,4.8,,27.0,177.78,0,2.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Giáp Bát,Phường Giáp Bát,Quận Hoàng Mai
,4.85,,35.0,138.57,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Phương Liệt,Quận Thanh Xuân
,5.19,,41.0,126.59,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Hà Cầu,Quận Hà Đông
,3.35,,32.0,104.69,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Yên Nghĩa,Quận Hà Đông
,9.0,,63.0,142.86,0,5.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Hoàng Hoa Thám,Phường Ngọc Hà,Quận Ba Đình
,4.5,,40.0,112.5,4.0,2.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Hạ Trại,Phường Cự Khối,Quận Long Biên
,7.3,,35.0,208.57,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Quan Hoa,Quận Cầu Giấy
,10.65,,42.0,253.57,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,Đường Trần Phú,Phường Văn Quán,Quận Hà Đông
,3.5,,15.0,233.33,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy
,2.26,,35.0,64.57,0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Đồng Mai,Quận Hà Đông
,3.6,,32.0,112.5,0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",5.0,Không rõ,NhaDat,,Phường Đồng Mai,Quận Hà Đông
,2.3,,32.0,71.88,0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,Đường Quốc lộ 6 mở rộng (Ba La - Xuân Mai),Phường Biên Giang,Quận Hà Đông
,2.9,,31.0,93.55,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Yên Nghĩa,Quận Hà Đông
,3.35,,32.0,104.69,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Biên Giang,Quận Hà Đông
,2.78,,35.0,79.43,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Đồng Mai,Quận Hà Đông
,6.5,,33.0,196.97,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Trương Định,Phường Thịnh Liệt,Quận Hoàng Mai
,15.5,,50.0,310.0,4.0,4.0,Đã có sổ,nhà phố liền kề,6.0,Hoàn thiện cơ bản,NhaDat,Đường Lê Trọng Tấn,Phường La Khê,Quận Hà Đông
,6.3,,37.9,166.23,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy
,6.2,,40.0,155.0,0,6.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Nhân Chính,Quận Thanh Xuân
,6.35,,35.0,181.43,0,3.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Không rõ,NhaDat,,Phường Nguyễn Trãi,Quận Hà Đông
,4.5,,55.0,81.82,1.0,2.0,Đang chờ sổ,"nhà mặt phố, mặt tiền",1.0,Hoàn thiện cơ bản,NhaDat,,Phường Khương Đình,Quận Thanh Xuân
,1.75,,10.0,175.0,2.0,2.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Tương Mai,Quận Hoàng Mai
,4.35,,30.0,145.0,3.0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Nội thất đầy đủ,NhaDat,,Phường Nguyễn Trãi,Quận Hà Đông
,2.1,,30.0,70.0,0,3.0,Không có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Thanh Trì,Quận Hoàng Mai
,6.2,,34.0,182.35,4.0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",3.0,Không rõ,NhaDat,Đường Kim Giang,Phường Đại Kim,Quận Hoàng Mai
,7.35,,50.0,147.0,0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,Đường Ngọc Thụy,Phường Ngọc Thụy,Quận Long Biên
,12.9,,60.0,215.0,4.0,6.0,Đã có sổ,"nhà mặt phố, mặt tiền",5.0,Hoàn thiện cơ bản,NhaDat,,Phường Giảng Võ,Quận Ba Đình
,2.26,,30.0,75.33,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất cao cấp,NhaDat,,,
,2.65,,34.0,77.94,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất đầy đủ,NhaDat,,,
,9.0,,48.0,187.5,6.0,9.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Trung Hoà,Quận Cầu Giấy
,9.0,,45.0,200.0,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,Đường Văn Cao,Phường Thụy Khuê,Quận Tây Hồ
,9.5,,41.0,231.71,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,Đường Hoàng Hoa Thám,Phường Thụy Khuê,Quận Tây Hồ
,9.45,,45.0,210.0,5.0,3.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
,7.5,,40.0,187.5,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Đội Cấn,Quận Ba Đình
,7.5,,68.0,110.29,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
,8.5,,40.0,212.5,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,Đường Lạc Long Quân,Phường Xuân La,Quận Tây Hồ
,8.9,,45.0,197.78,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,Đường Lạc Long Quân,Phường Xuân La,Quận Tây Hồ
,7.99,,35.0,228.29,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Yên Hoà,Quận Cầu Giấy
,3.65,,35.0,104.29,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Đồng Mai,Quận Hà Đông
,6.3,,38.0,165.79,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Giang Biên,Quận Long Biên
,13.2,,48.0,275.0,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất cao cấp,NhaDat,Đường Ngô Gia Tự,Phường Việt Hưng,Quận Long Biên
,6.499,,40.0,162.47,3.0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Bạch Đằng,Quận Hai Bà Trưng
,4.7,,32.0,146.88,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",55.0,Không rõ,NhaDat,Đường Thạch Bàn,Phường Thạch Bàn,Quận Long Biên
,3.58,,33.0,108.48,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Cổ Bản - Nhân Sơn,Phường Đồng Mai,Quận Hà Đông
,13.9,,52.0,267.31,6.0,9.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,,Phường Bồ Đề,Quận Long Biên
,6.99,,32.0,218.44,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Khương Trung,Quận Thanh Xuân
,5.2,,30.0,173.33,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Vĩnh Hưng,Quận Hoàng Mai
,7.6,,48.0,158.33,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Nam Đồng,Quận Đống Đa
,9.7,,66.0,146.97,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Cát Linh,Quận Đống Đa
,8.75,,56.0,156.25,0,2.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Trần Khát Chân,Phường Đống Mác,Quận Hai Bà Trưng
,4.3,,30.0,143.33,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Quang Trung,Phường Yên Nghĩa,Quận Hà Đông
,9.0,,36.0,250.0,4.0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Nội thất đầy đủ,NhaDat,Đường Chiến Thắng,Phường Văn Quán,Quận Hà Đông
,3.24,,30.0,108.0,1.0,2.0,Đã có sổ,"nhà ngõ, hẻm",0,Bàn giao thô,NhaDat,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai
,7.95,,35.0,227.14,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Giáp Bát,Quận Hoàng Mai
,7.35,,38.0,193.42,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Khâm Thiên,Quận Đống Đa
,16.9,,34.0,497.06,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất đầy đủ,NhaDat,,Phường Láng Hạ,Quận Đống Đa
,14.1,,36.0,391.67,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Yên Hoà,Quận Cầu Giấy
,6.85,,38.0,180.26,6.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Văn Chương,Quận Đống Đa
,4.85,,40.0,121.25,0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,,Phường Thượng Thanh,Quận Long Biên
,5.95,,38.0,156.58,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Long Biên,Quận Long Biên
,10.5,,42.0,250.0,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Cống Vị,Quận Ba Đình
,9.3,,36.0,258.33,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,,Phường Khương Đình,Quận Thanh Xuân
,7.6,,40.0,190.0,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm
,7.2,,39.6,181.82,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Giải Phóng,Phường Thịnh Liệt,Quận Hoàng Mai
,5.4,,36.0,150.0,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Long Biên,Quận Long Biên
,7.1,,41.5,171.08,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Giang Biên,Quận Long Biên
,8.5,,38.0,223.68,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Vạn Phúc,Phường Vạn Phúc,Quận Hà Đông
,6.8,,30.3,224.42,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Hoàn thiện cơ bản,NhaDat,,Phường Giang Biên,Quận Long Biên
,4.0,,32.0,125.0,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,Đường Trương Định,Phường Trương Định,Quận Hai Bà Trưng
,8.8,,36.0,244.44,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất đầy đủ,NhaDat,Đường Hồ Tùng Mậu,Phường Mai Dịch,Quận Cầu Giấy
,5.5,,36.0,152.78,1.0,1.0,Đã có sổ,"nhà mặt phố, mặt tiền",1.0,Không rõ,NhaDat,,Phường Sài Đồng,Quận Long Biên
,12.0,,64.0,187.5,5.0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Trần Phú,Quận Hoàng Mai
,7.35,,55.0,133.64,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Vĩnh Hưng,Quận Hoàng Mai
,2.15,,15.0,143.33,3.0,2.0,Sổ chung / công chứng vi bằng,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Phố Huế,Quận Hai Bà Trưng
,2.85,,22.0,129.55,0,2.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất cao cấp,NhaDat,,Phường Bạch Mai,Quận Hai Bà Trưng
,3.95,,37.0,106.76,3.0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Nội thất cao cấp,NhaDat,Đường Di Trạch,,
,6.0,,32.0,187.5,0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Quỳnh Mai,Quận Hai Bà Trưng
,3.66,,36.0,101.67,0,4.0,Sổ chung / công chứng vi bằng,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Khương Đình,Phường Hạ Đình,Quận Thanh Xuân
,9.5,,40.0,237.5,5.0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Mai Dịch,Quận Cầu Giấy
,10.9,,71.0,153.52,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,Đường Lạc Long Quân,Phường Nghĩa Đô,Quận Cầu Giấy
,4.6,,27.0,170.37,0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Minh Khai,Quận Hai Bà Trưng
,15.0,,50.0,300.0,0,6.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Không rõ,NhaDat,,Phường Ô Chợ Dừa,Quận Đống Đa
,8.0,,36.0,222.22,5.0,5.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Đội Cấn,Quận Ba Đình
,7.15,,35.0,204.29,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Trần Phú,Phường Văn Quán,Quận Hà Đông
,5.2,,33.0,157.58,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Lĩnh Nam,Quận Hoàng Mai
,16.5,,36.0,458.33,4.0,2.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Không rõ,NhaDat,,Phường Đồng Tâm,Quận Hai Bà Trưng
,13.8,,55.0,250.91,0,10.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,,Phường Yên Hoà,Quận Cầu Giấy
,15.0,,50.0,300.0,5.0,4.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Nội thất cao cấp,NhaDat,,Phường Vĩnh Phúc,Quận Ba Đình
Thanh Hà Cienco 5 Mường Thanh(Kđt Mới Thanh Hà),3.5,,36.0,97.22,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Kiến Hưng,Quận Hà Đông
,4.6,,30.0,153.33,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Nội thất đầy đủ,NhaDat,Đường Giáp Bát,Phường Giáp Bát,Quận Hoàng Mai
,11.199,,50.0,223.98,0,3.0,Đã có sổ,nhà phố liền kề,0,Không rõ,NhaDat,,Phường Hà Cầu,Quận Hà Đông
,2.7,,32.0,84.38,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Biên Giang,Phường Yên Nghĩa,Quận Hà Đông
,6.3,,45.0,140.0,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất đầy đủ,NhaDat,,Phường Đội Cấn,Quận Ba Đình
,6.8,,42.0,161.9,4.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Không rõ,NhaDat,,Phường Văn Chương,Quận Đống Đa
,2.98,,25.0,119.2,0,2.0,Sổ chung / công chứng vi bằng,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Tân Mai,Quận Hoàng Mai
,12.5,,52.0,240.38,0,4.0,Đã có sổ,"nhà ngõ, hẻm",6.0,Không rõ,NhaDat,Đường Hồ Tùng Mậu,Phường Mai Dịch,Quận Cầu Giấy
,8.71,,38.0,229.21,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Vạn Phúc,Phường Vạn Phúc,Quận Hà Đông
,2.75,,48.0,57.29,3.0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",3.0,Hoàn thiện cơ bản,NhaDat,,,
,6.9,,35.0,197.14,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản,NhaDat,,Phường Liễu Giai,Quận Ba Đình
,14.9,,53.0,281.13,2.0,2.0,Đã có sổ,"nhà ngõ, hẻm",1.0,Hoàn thiện cơ bản,NhaDat,,Phường Xuân Tảo,Quận Bắc Từ Liêm
,8.68,,40.7,213.27,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm
,6.75,,51.0,132.35,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Minh Khai,Quận Hai Bà Trưng
,16.2,,58.0,279.31,5.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Quang Trung,Quận Đống Đa
,16.7,,68.0,245.59,6.0,10.0,Đã có sổ,"nhà ngõ, hẻm",7.0,Không rõ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,5.4,,33.0,163.64,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Bưởi,Quận Tây Hồ
,9.2,,21.2,433.96,2.0,3.0,Đã có sổ,"nhà mặt phố, mặt tiền",6.0,Không rõ,NhaDat,,Phường Thổ Quan,Quận Đống Đa
,14.0,,62.0,225.81,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
,6.8,,40.0,170.0,0,5.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Khương Đình,Quận Thanh Xuân
,6.2,,28.0,221.43,0,2.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Liễu Giai,Quận Ba Đình
,7.88,,38.0,207.37,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Bạch Mai,Quận Hai Bà Trưng
,3.68,,20.0,184.0,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Bạch Mai,Quận Hai Bà Trưng
,6.35,,35.0,181.43,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,Đường Võ Chí Công,Phường Nghĩa Đô,Quận Cầu Giấy
,9.0,,50.0,180.0,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất cao cấp,NhaDat,,Phường Đội Cấn,Quận Ba Đình
,9.0,,50.0,180.0,4.0,6.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Quan Hoa,Quận Cầu Giấy
,8.5,,36.0,236.11,0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Đại Kim,Quận Hoàng Mai
,3.7,,21.0,176.19,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,Đường Trần Khát Chân,Phường Thanh Nhàn,Quận Hai Bà Trưng
,8.5,,60.0,141.67,2.0,3.0,Đã có sổ,"nhà ngõ, hẻm",3.0,Nội thất đầy đủ,NhaDat,,Phường Ô Chợ Dừa,Quận Đống Đa
,5.9,,35.2,167.61,2.0,2.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Bạch Mai,Quận Hai Bà Trưng
,4.98,,35.0,142.29,0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",0,Không rõ,NhaDat,,Phường Thượng Thanh,Quận Long Biên
,10.65,,50.0,213.0,6.0,9.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Cống Vị,Quận Ba Đình
,7.2,,52.0,138.46,0,5.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Khương Thượng,Quận Đống Đa
,7.45,,38.0,196.05,4.0,3.0,Đã có sổ,"nhà ngõ, hẻm",55.0,Nội thất đầy đủ,NhaDat,,Phường Khâm Thiên,Quận Đống Đa
,8.5,,52.0,163.46,0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Láng Hạ,Quận Đống Đa
,7.8,,47.0,165.96,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Nội thất đầy đủ,NhaDat,,Phường Quang Trung,Quận Đống Đa
,10.5,,60.0,175.0,0,9.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,8.8,,55.0,160.0,0,6.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Ngọc Khánh,Quận Ba Đình
,4.5,,19.0,236.84,2.0,2.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,Đường Trương Định,Phường Trương Định,Quận Hai Bà Trưng
,4.8,,39.0,123.08,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Định Công,Quận Hoàng Mai
,8.6,,45.0,191.11,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Phương Mai,Quận Đống Đa
,3.68,,25.0,147.2,0,2.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Không rõ,NhaDat,,Phường Bạch Đằng,Quận Hai Bà Trưng
,6.3,,36.0,175.0,5.0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Phú Đô,Quận Nam Từ Liêm
,4.95,,30.3,163.37,3.0,3.0,Đã có sổ,"nhà ngõ, hẻm",0,Nội thất đầy đủ,NhaDat,,Phường Giang Biên,Quận Long Biên
,16.9,,54.0,312.96,5.0,6.0,Đã có sổ,"nhà mặt phố, mặt tiền",5.0,Nội thất đầy đủ,NhaDat,,Phường Trung Liệt,Quận Đống Đa
,6.9,,40.0,172.5,0,4.0,Đã có sổ,"nhà ngõ, hẻm",0,Không rõ,NhaDat,,Phường Vĩnh Hưng,Quận Hoàng Mai
,10.5,,50.0,210.0,4.0,4.0,Đã có sổ,"nhà mặt phố, mặt tiền",4.0,Nội thất đầy đủ,NhaDat,Đường Đông Ngạc,Phường Đông Ngạc,Quận Bắc Từ Liêm
,7.05,,45.0,156.67,4.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất cao cấp,NhaDat,,Phường Thịnh Liệt,Quận Hoàng Mai
,9.0,,54.0,166.67,3.0,6.0,Đã có sổ,"nhà ngõ, hẻm",4.0,Nội thất cao cấp,NhaDat,,Phường Vĩnh Tuy,Quận Hai Bà Trưng
,6.9,,45.0,153.33,3.0,4.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,Đường Hoàng Mai,Phường Hoàng Văn Thụ,Quận Hoàng Mai
,7.7,,42.0,183.33,4.0,5.0,Đã có sổ,"nhà ngõ, hẻm",5.0,Nội thất đầy đủ,NhaDat,,Phường Nhân Chính,Quận Thanh Xuân
